time,wealth,reward,drawdown,action,daily_return
2026-05-20,0.8781606649110394,-0.20660981220873106,0.1851068849390608,"[0.0, 0.9997707605361938, 0.0007978975772857666, 5.960464477539063e-08, 1.0609626770019531e-05]",0.01299193758327255
2026-05-21,0.9873257976645293,0.134823980610203,0.08380661194796285,"[0.0005600452423095703, 0.0, 0.0, 0.0, 0.0]",0.12431111653645832
2026-05-22,0.9907213331782125,0.1148438653636077,0.08065570958737299,"[1.0, 0.0, 0.0, 0.0, 0.0]",0.0034391236628428246
2026-05-26,0.9784271076910905,0.07870086444069982,0.0920641910928357,"[1.0, 0.0, 0.0, 0.0, 0.0]",-0.012409367877122768
2026-05-27,0.9960293205158253,0.11813639296397337,0.0757301390066303,"[1.0, 0.0, 0.0, 3.2782554626464844e-07, 0.0]",0.01799031597384171
2026-05-28,0.9990370587109572,0.17548967635691415,0.0729390949015438,"[1.0, 1.0, 1.0, 1.0, 1.0]",0.0030197285694102405
2026-05-29,1.036650133201435,0.28084450891536344,0.038035874268597655,"[1.0, 1.0, 0.0, 1.0, 0.0]",0.03764932858347558
2026-06-01,1.0634129783642388,0.35708045797208804,0.013201172449176036,"[1.0, 1.0, 0.0, 1.0, 0.990342378616333]",0.025816661094860693
2026-06-02,1.0608288215995634,0.36368504858265255,0.015599152272134112,"[6.0498714447021484e-06, 0.0, 0.07649549841880798, 0.9953813552856445, 0.0]",-0.0024300594569105494
2026-06-03,1.012926251259546,0.23036011800383965,0.06005055658065765,"[1.0, 1.0, 0.0, 0.9999979734420776, 0.0]",-0.04515579645336909
2026-06-04,1.0284096060253014,0.2071487219545692,0.04568270830321494,"[0.0, 0.8784242868423462, 0.22225874662399292, 8.77678394317627e-05, 0.9998932480812073]",0.015285767099531888
2026-06-05,1.022396981060202,0.17301150603471954,0.05126215052065853,"[0.0, 0.0, 1.0, 0.0, 1.0]",-0.005846527424357206
2026-06-08,1.042249322202476,0.2084846700466834,0.032840081802380294,"[0.0, 0.0, 0.8909176588058472, 6.61611557006836e-05, 0.04319638013839722]",0.019417448906869472
2026-06-09,1.037322583779347,0.20215654658302168,0.037411870748450635,"[0.9999998807907104, 1.0, 0.9898507595062256, 0.0, 0.0]",-0.0047270248281072735
2026-06-10,0.9850094037582237,0.0959990717845977,0.08595612002938986,"[5.960464477539063e-08, 0.12303975224494934, 1.0, 0.0, 0.00014549493789672852]",-0.05043096606508568
2026-06-11,0.9787795548063128,0.11356664390929494,0.09173713621655422,"[0.0954294204711914, 5.46872615814209e-05, 2.950429916381836e-06, 0.0006222128868103027, 1.0]",-0.006324659366846008
2026-06-12,0.98413919240751,0.10231321650183045,0.08676363654280175,"[0.0, 1.0, 1.0, 0.0, 1.0]",0.005475837306652576
2026-06-15,0.9966862162091351,0.17253692512186558,0.07512056971119208,"[1.0, 0.999998152256012, 1.0, 0.0, 1.0]",0.012749236996578928
2026-06-16,1.0040434654407702,0.1599322816894333,0.06829337739410721,"[3.775954246520996e-05, 0.0, 2.9802322387695312e-08, 0.0, 0.4218572974205017]",0.0073817106246518716
2026-06-17,0.9777128045737747,0.09952321428753537,0.09272703186403579,"[0.9450901746749878, 0.0, 1.1920928955078125e-07, 2.9802322387695312e-08, 0.9772459268569946]",-0.02622462251217017
2026-06-18,0.9539262038324088,0.0206757182119581,0.11479991436647191,"[0.9997163414955139, 2.9802322387695312e-08, 0.812423825263977, 0.0, 0.9668723940849304]",-0.024328821950670432
